0,0
1,0
8,0
16,2
24,5
34,9
43,13
51,18
57,23
63,29
68,35
72,42
75,49
79,58
83,64
86,72
91,80
97,86
102,92
109,97
116,101
123,106
130,110
136,114
142,119
148,125
153,132
158,139
163,145
168,152
173,158
177,165
184,173
190,179
195,183
201,189
206,193
213,199
219,204
225,209
230,215
236,221
242,228
246,233
250,239
256,246
262,252
269,259
275,264
281,269
288,274
295,279
301,285
308,290
314,296
319,302
324,307
332,315
336,320
341,327
347,335
352,341
357,347
363,353
368,359
373,363
380,369
386,375
393,382
398,388
403,393
407,399
412,406
417,413
422,419
430,431
440,441
449,452
456,459
461,466
467,473
471,479
476,486
481,492
484,499
489,506
492,512
497,520
502,527
507,534
512,540
517,547
522,554
527,561
531,568
535,576
539,583
543,591
546,600
550,608
554,618
559,627
563,634
567,640
572,647
576,653
580,660
585,669
588,676
592,684
595,693
598,701
601,708
603,717
606,726
609,735
612,742
615,751
618,761
621,769
624,778
627,786
630,794
633,801
636,811
639,820
642,829
645,837
649,846
653,855
656,863
660,871
664,877
669,884
673,891
677,898
682,904
687,911
691,917
696,926
700,935
703,942
706,951
709,962
712,971
714,980
717,989
720,999
722,1007
725,1018
727,1026
730,1034
733,1044
737,1053
740,1060
743,1068
746,1075
750,1083
754,1091
759,1099
762,1107
766,1113
771,1121
775,1128
779,1135
783,1142
787,1149
791,1157
795,1164
798,1172
802,1181
806,1189
809,1197
813,1204
816,1210
820,1218
824,1226
829,1233
835,1240
840,1247
846,1255
851,1261
855,1267
859,1272
864,1280
868,1287
872,1295
876,1302
880,1309
883,1317
887,1325
892,1335
896,1343
900,1349
905,1357
910,1365
913,1372
917,1380
921,1387
924,1395
928,1402
932,1411
937,1421
944,1435
951,1449
957,1458
962,1468
967,1475
971,1482
976,1491
980,1498
984,1505
988,1512
993,1520
997,1527
1001,1534
1005,1541
1009,1547
1013,1554
1018,1563
1022,1569
1026,1576
1030,1583
1034,1589
1039,1597
1043,1604
1047,1610
1051,1617
1055,1625
1060,1632
1065,1643
1069,1650
1073,1658
1076,1664
1080,1671
1084,1678
1089,1684
1094,1691
1100,1698
1105,1705
1111,1713
1116,1719
1121,1727
1125,1733
1129,1741
1132,1749
1136,1757
1139,1763
1144,1771
1148,1778
1154,1785
1160,1792
1164,1798
1169,1803
1174,1810
1179,1817
1183,1824
1187,1832
1190,1839
1194,1847
1197,1854
1202,1863
1205,1871
1210,1877
1214,1882
1219,1888
1224,1893
1230,1900
1235,1905
1240,1911
1245,1917
1250,1924
1256,1932
1260,1939
1264,1945
1268,1951
1272,1958
1276,1964
1280,1970
1284,1977
1290,1983
1295,1988
1300,1993
1306,1999
1313,2005
1319,2012
1324,2017
1329,2022
1335,2028
1340,2033
1346,2039
1351,2045
1356,2051
1362,2057
1370,2064
1376,2069
1382,2074
1389,2080
1394,2084
1401,2089
1406,2094
1412,2099
1418,2105
1425,2111
1431,2118
1438,2124
1443,2129
1450,2135
1457,2139
1462,2142
1470,2147
1478,2152
1485,2157
1491,2163
1497,2170
1503,2177
1509,2183
1514,2190
1520,2196
1526,2201
1532,2206
1538,2211
1545,2215
1552,2220
1558,2223
1567,2229
1575,2233
1581,2237
1588,2242
1594,2246
1600,2251
1606,2257
1612,2263
1618,2268
1625,2273
1632,2279
1638,2284
1644,2288
1651,2293
1658,2298
1665,2303
1671,2307
1677,2311
1684,2316
1690,2320
1696,2325
1704,2330
1709,2335
1716,2340
1723,2345
1729,2350
1736,2356
1744,2361
1750,2366
1757,2371
1764,2376
1772,2381
1779,2386
1785,2390
1792,2394
1799,2398
1806,2403
1813,2407
1819,2411
1826,2416
1832,2420
1843,2428
1850,2432
1857,2437
1864,2442
1871,2447
1878,2451
1884,2456
1891,2460
1898,2465
1905,2470
1913,2476
1922,2481
1928,2485
1934,2489
1940,2493
1951,2501
1960,2506
1967,2512
1974,2516
1980,2521
1989,2527
1995,2532
2001,2536
2008,2541
2016,2546
2023,2550
2030,2555
2037,2559
2044,2564
2051,2568
2060,2573
2067,2577
2074,2581
2082,2586
2089,2590
2096,2594
2104,2599
2110,2603
2117,2607
2124,2612
2132,2616
2140,2621
2147,2624
2154,2629
2163,2634
2170,2638
2178,2642
2185,2647
2191,2651
2198,2655
