0,0
1,0
7,1
14,2
21,5
29,9
36,12
43,17
51,22
57,27
63,32
67,38
73,46
76,52
80,58
84,65
88,72
92,79
97,86
102,92
108,98
113,104
119,109
126,114
132,120
138,125
144,130
150,134
156,140
162,146
168,152
174,158
179,164
183,169
188,175
193,181
199,187
205,194
213,204
224,213
234,221
242,226
248,232
254,237
261,242
267,248
273,252
279,257
284,262
291,268
297,274
302,280
306,285
311,292
316,298
321,303
326,309
332,315
337,321
344,327
349,332
355,338
379,357
394,366
400,371
406,375
414,382
421,388
425,393
430,398
436,404
441,409
446,415
451,420
457,426
462,430
467,436
474,441
480,446
486,450
492,455
498,460
505,465
513,470
520,475
526,480
534,486
539,490
545,496
550,501
555,506
561,512
566,518
570,522
576,528
582,534
586,538
592,543
597,548
604,554
611,559
617,563
623,567
630,572
637,576
643,581
650,586
655,590
661,596
668,603
674,610
680,615
685,620
689,625
696,630
702,635
708,640
714,644
722,649
729,653
735,656
743,661
751,664
759,668
768,672
777,676
784,678
791,682
798,684
805,687
813,690
820,693
828,697
834,700
840,704
847,708
852,712
859,717
864,723
870,728
875,733
881,738
885,743
892,748
897,753
903,757
908,762
914,767
921,771
927,776
934,779
940,783
947,786
954,790
962,793
970,797
978,800
985,803
993,807
1001,810
1007,813
1014,816
1021,820
1028,824
1034,827
1041,831
1049,835
1056,839
1068,845
1081,851
1094,855
1103,859
1113,862
1120,864
1130,867
1138,870
1145,873
1153,876
1160,880
1168,883
1175,888
1182,892
1188,896
1194,900
1200,905
1205,910
1212,916
1217,921
1222,926
1228,931
1234,937
1240,942
1245,948
1251,952
1259,958
1266,964
1274,970
1281,974
1287,978
1293,982
1300,987
1306,991
1312,995
1319,1000
1324,1004
1330,1009
1336,1014
1343,1021
1349,1026
1354,1030
1359,1035
1364,1040
1370,1045
1375,1050
1381,1055
1385,1060
1391,1065
1398,1071
1403,1075
1410,1082
1415,1088
1421,1094
1427,1099
1433,1105
1439,1110
1445,1115
1451,1119
1457,1124
1463,1128
1471,1134
1476,1139
1482,1143
1489,1148
1495,1154
1502,1159
1508,1165
1513,1170
1519,1176
1525,1182
1530,1187
1535,1192
1542,1198
1547,1204
1553,1210
1559,1215
1565,1221
1571,1227
1576,1232
1583,1238
1590,1244
1596,1250
1602,1256
1608,1261
1614,1266
1620,1272
1626,1277
1632,1283
1638,1289
1643,1294
1648,1300
1652,1305
1657,1312
1662,1318
1667,1323
1673,1328
1679,1334
1684,1339
1691,1345
1697,1350
1702,1356
1709,1362
1715,1369
1720,1374
1729,1385
1734,1390
1739,1396
1744,1402
1748,1408
1754,1413
1760,1420
1765,1425
1770,1430
1777,1436
1782,1442
1787,1446
1793,1451
1798,1456
1805,1462
1811,1467
1817,1472
1823,1477
1827,1482
1832,1488
1838,1494
1843,1500
1848,1505
1854,1511
1860,1518
1866,1523
1872,1529
1885,1542
1897,1551
1905,1558
1913,1566
1918,1571
1923,1575
1929,1581
1934,1586
1939,1590
1944,1595
1951,1601
1956,1606
1963,1611
1970,1616
1977,1620
1983,1624
1990,1628
1996,1632
2002,1637
2007,1642
2013,1647
2019,1653
2024,1658
2031,1665
2036,1671
2042,1677
2047,1683
2053,1690
2058,1695
2063,1700
2068,1705
2077,1714
2085,1722
2092,1728
2098,1733
2104,1739
2109,1744
2115,1750
2122,1756
2127,1762
2131,1767
2137,1772
2142,1778
2149,1785
2154,1791
2159,1796
2164,1801
2169,1806
2174,1811
2181,1817
2186,1823
2191,1828
2197,1834
2203,1840
2211,1848
2220,1856
2228,1864
2234,1869
2244,1878
2252,1885
2258,1890
2263,1896
2270,1904
2275,1909
2280,1915
2287,1923
2292,1928
2297,1934
2302,1940
2308,1947
2313,1952
2319,1958
2324,1964
2331,1971
2337,1976
2341,1980
2348,1986
2353,1990
2359,1996
2365,2002
2370,2007
2375,2012
2381,2017
2386,2023
2392,2029
2398,2035
2403,2041
2409,2046
2414,2052
2419,2058
2425,2063
2431,2069
2436,2075
2443,2081
2449,2087
2454,2093
2459,2099
2465,2105
2471,2111
2476,2117
2482,2123
2486,2128
2493,2135
2498,2140
2503,2145
2509,2151
2514,2156
2520,2161
2525,2167
2530,2172
2535,2176
2541,2182
2547,2188
2552,2193
2569,2209
2577,2216
